customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00256,Female,0,No,Yes,69,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,58.0,4043.89,0
CUST-00257,Male,0,No,No,39,No,No,Month-to-month,No,Electronic check,37.68,1465.65,1
CUST-00258,Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.36,197.74,1
CUST-00259,Female,1,No,Yes,9,Yes,Fiber optic,Month-to-month,No,Electronic check,74.39,748.72,1
CUST-00260,Female,0,Yes,No,8,Yes,No,One year,Yes,Electronic check,28.54,174.7,0
CUST-00261,Male,0,Yes,No,21,Yes,DSL,Two year,Yes,Credit card,53.72,1081.05,0
CUST-00262,Male,0,Yes,Yes,24,Yes,Fiber optic,Month-to-month,Yes,Mailed check,68.38,1574.76,1
CUST-00263,Female,1,No,No,47,Yes,No,Month-to-month,Yes,Electronic check,41.41,1899.09,1
CUST-00264,Female,0,No,No,23,Yes,DSL,Month-to-month,Yes,Electronic check,61.13,1468.36,1
CUST-00265,Female,0,Yes,No,53,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71.25,3840.29,0
CUST-00266,Male,0,No,No,22,Yes,Fiber optic,One year,No,Mailed check,65.2,1430.7,1
CUST-00267,Male,1,Yes,No,19,Yes,No,One year,Yes,Electronic check,40.45,793.37,0
CUST-00268,Female,0,Yes,No,20,No,No,Month-to-month,Yes,Electronic check,18.0,359.47,0
CUST-00269,Female,0,No,No,24,Yes,No,Month-to-month,No,Electronic check,28.55,625.6,0
CUST-00270,Male,1,No,No,61,Yes,DSL,Month-to-month,Yes,Electronic check,60.92,3827.03,1
CUST-00271,Male,0,No,No,18,No,Fiber optic,Month-to-month,No,Bank transfer,63.37,1209.4,1
CUST-00272,Male,0,No,No,20,Yes,No,Two year,No,Electronic check,32.79,673.52,0
CUST-00273,Female,0,No,No,69,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,69.79,4772.72,0
CUST-00274,Male,0,No,Yes,48,Yes,Fiber optic,Month-to-month,No,Bank transfer,65.63,3138.99,0
CUST-00275,Male,0,Yes,Yes,14,Yes,DSL,Month-to-month,No,Credit card,57.71,773.32,0
CUST-00276,Male,0,Yes,No,63,Yes,No,Month-to-month,Yes,Electronic check,18.0,1138.88,0
CUST-00277,Female,0,No,No,14,Yes,DSL,Month-to-month,No,Bank transfer,56.95,812.8,1
CUST-00278,Male,1,Yes,Yes,12,Yes,DSL,Month-to-month,Yes,Credit card,39.14,452.62,0
CUST-00279,Male,0,Yes,No,33,Yes,No,Month-to-month,Yes,Credit card,27.29,827.85,0
CUST-00280,Male,0,Yes,Yes,50,Yes,No,Month-to-month,Yes,Credit card,25.35,1374.1,1
CUST-00281,Male,0,Yes,No,14,Yes,No,One year,Yes,Electronic check,20.68,301.4,0
CUST-00282,Female,0,No,No,55,Yes,Fiber optic,Month-to-month,No,Credit card,73.12,4044.43,0
CUST-00283,Male,0,Yes,Yes,12,Yes,DSL,Month-to-month,Yes,Credit card,49.36,571.2,0
CUST-00284,Male,1,Yes,No,57,No,Fiber optic,Two year,No,Electronic check,83.44,4677.98,0
CUST-00285,Female,1,No,Yes,7,No,DSL,Month-to-month,No,Electronic check,59.48,412.19,1
CUST-00286,Male,0,Yes,No,34,Yes,No,Two year,No,Credit card,28.62,956.92,0
CUST-00287,Female,0,Yes,Yes,47,Yes,Fiber optic,Two year,No,Electronic check,72.33,3434.99,0
CUST-00288,Female,0,Yes,No,20,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,66.22,1369.7,1
CUST-00289,Male,0,No,No,45,Yes,DSL,Month-to-month,No,Mailed check,47.59,2179.8,0
CUST-00290,Female,0,Yes,Yes,50,Yes,Fiber optic,Two year,No,Bank transfer,71.99,3648.91,0
CUST-00291,Male,0,No,Yes,47,Yes,No,Month-to-month,Yes,Electronic check,23.61,1199.85,0
CUST-00292,Female,0,Yes,Yes,29,Yes,Fiber optic,Month-to-month,No,Bank transfer,78.89,2307.3,1
CUST-00293,Male,0,No,No,56,Yes,DSL,One year,Yes,Mailed check,50.75,2896.96,0
CUST-00294,Female,0,Yes,No,53,Yes,DSL,Month-to-month,Yes,Credit card,53.01,2834.22,0
CUST-00295,Female,0,No,No,24,No,Fiber optic,Two year,Yes,Electronic check,58.78,1315.72,0
CUST-00296,Female,0,Yes,No,53,Yes,DSL,One year,Yes,Electronic check,57.55,3042.42,0
CUST-00297,Male,0,No,No,67,Yes,No,Two year,Yes,Electronic check,20.35,1320.06,0
CUST-00298,Male,0,Yes,No,59,No,Fiber optic,One year,Yes,Electronic check,61.66,3649.51,0
CUST-00299,Male,0,Yes,No,53,Yes,DSL,One year,No,Credit card,63.17,3308.46,0
CUST-00300,Male,0,Yes,No,56,Yes,Fiber optic,Month-to-month,No,Electronic check,75.58,4262.76,0
CUST-00301,Female,0,Yes,No,58,Yes,DSL,Two year,No,Electronic check,57.82,3402.61,0
CUST-00302,Male,0,Yes,No,21,Yes,DSL,Two year,No,Credit card,53.64,1186.62,0
CUST-00303,Female,0,No,No,52,Yes,Fiber optic,Two year,No,Electronic check,69.25,3681.96,0
CUST-00304,Female,0,Yes,Yes,15,Yes,DSL,One year,No,Electronic check,47.76,632.6,0
CUST-00305,Male,1,Yes,Yes,26,Yes,Fiber optic,One year,Yes,Bank transfer,81.23,2052.03,0
CUST-00306,Male,0,No,No,68,Yes,No,Month-to-month,No,Mailed check,34.06,2462.47,0
CUST-00307,Female,0,Yes,Yes,21,Yes,No,Two year,Yes,Credit card,24.45,563.93,0
CUST-00308,Male,0,Yes,No,61,Yes,DSL,Month-to-month,Yes,Bank transfer,66.58,4072.6,1
CUST-00309,Male,1,Yes,No,31,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.42,2277.62,1
CUST-00310,Female,0,Yes,No,16,Yes,DSL,Month-to-month,Yes,Bank transfer,38.85,618.76,0
CUST-00311,Female,1,Yes,No,7,Yes,Fiber optic,One year,No,Credit card,61.23,331.92,1
CUST-00312,Male,0,Yes,Yes,40,Yes,DSL,One year,Yes,Mailed check,36.5,1421.38,0
CUST-00313,Male,0,Yes,No,33,Yes,Fiber optic,Month-to-month,No,Bank transfer,66.69,2195.18,1
CUST-00314,Male,0,No,Yes,37,Yes,DSL,Month-to-month,Yes,Mailed check,48.14,1745.39,0
CUST-00315,Female,0,Yes,No,4,Yes,No,Month-to-month,Yes,Mailed check,30.46,92.58,1
CUST-00316,Female,0,No,No,20,Yes,No,Month-to-month,Yes,Bank transfer,24.77,623.34,0
CUST-00317,Female,0,No,No,1,No,DSL,Month-to-month,Yes,Electronic check,56.75,44.17,0
CUST-00318,Female,0,Yes,No,22,Yes,Fiber optic,One year,No,Mailed check,70.36,1561.83,0
CUST-00319,Female,1,Yes,No,68,Yes,DSL,Month-to-month,Yes,Electronic check,55.11,3759.61,0
CUST-00320,Male,0,No,No,11,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,65.38,748.65,0
CUST-00321,Male,0,No,No,50,Yes,DSL,Month-to-month,Yes,Bank transfer,61.38,3045.14,1
CUST-00322,Female,0,Yes,No,1,Yes,DSL,Month-to-month,No,Electronic check,37.75,100.1,0
CUST-00323,Female,0,No,Yes,41,No,Fiber optic,Two year,No,Electronic check,72.41,2990.99,0
CUST-00324,Female,0,No,Yes,67,Yes,Fiber optic,Month-to-month,No,Credit card,68.55,4528.49,0
CUST-00325,Male,1,Yes,No,25,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.25,2025.87,1
CUST-00326,Male,0,Yes,Yes,15,No,Fiber optic,One year,No,Electronic check,69.83,1038.84,0
CUST-00327,Male,0,No,No,42,Yes,DSL,Month-to-month,Yes,Electronic check,50.07,2092.03,0
CUST-00328,Male,0,Yes,No,21,Yes,DSL,Two year,Yes,Bank transfer,47.87,1030.73,0
CUST-00329,Female,0,No,No,65,Yes,Fiber optic,Two year,Yes,Electronic check,81.15,5306.49,1
CUST-00330,Female,0,Yes,Yes,62,Yes,Fiber optic,One year,Yes,Credit card,70.02,4367.07,0
CUST-00331,Male,0,No,No,47,Yes,DSL,Two year,Yes,Bank transfer,65.76,3107.67,0
CUST-00332,Male,0,Yes,Yes,47,Yes,DSL,Month-to-month,Yes,Electronic check,52.18,2456.74,1
CUST-00333,Female,1,Yes,No,44,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,75.17,3199.92,0
CUST-00334,Male,1,Yes,No,53,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.84,3952.41,0
CUST-00335,Female,1,Yes,Yes,34,No,No,Month-to-month,Yes,Electronic check,34.51,1197.76,0
CUST-00336,Female,0,No,Yes,70,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,65.29,4521.06,0
CUST-00337,Male,0,Yes,Yes,25,Yes,Fiber optic,Month-to-month,No,Electronic check,71.17,1793.28,0
CUST-00338,Male,1,No,No,1,Yes,Fiber optic,Month-to-month,No,Credit card,75.07,107.47,1
CUST-00339,Female,0,No,No,51,No,DSL,Month-to-month,Yes,Bank transfer,52.6,2741.16,0
CUST-00340,Female,0,Yes,Yes,48,Yes,DSL,One year,Yes,Electronic check,52.8,2559.92,0
CUST-00341,Male,0,No,Yes,71,Yes,DSL,Month-to-month,Yes,Credit card,53.22,3794.7,0
CUST-00342,Female,0,No,No,29,Yes,No,Month-to-month,Yes,Mailed check,25.76,794.38,0
CUST-00343,Female,0,No,Yes,31,Yes,DSL,Month-to-month,Yes,Electronic check,62.55,1923.72,0
CUST-00344,Female,1,Yes,No,41,Yes,Fiber optic,One year,Yes,Mailed check,78.38,3234.18,0
CUST-00345,Male,0,No,No,29,Yes,Fiber optic,Month-to-month,No,Credit card,90.85,2603.59,1
CUST-00346,Female,0,No,No,57,Yes,Fiber optic,One year,No,Mailed check,70.4,4068.31,0
CUST-00347,Female,0,No,No,31,Yes,No,Month-to-month,No,Mailed check,32.67,932.28,0
CUST-00348,Male,0,Yes,No,57,Yes,Fiber optic,Month-to-month,No,Mailed check,64.19,3699.67,0
CUST-00349,Male,0,No,No,31,Yes,DSL,Two year,No,Electronic check,61.21,1898.4,0
CUST-00350,Female,0,Yes,Yes,17,Yes,Fiber optic,Month-to-month,No,Electronic check,64.37,1142.56,1
CUST-00351,Male,0,Yes,Yes,72,Yes,Fiber optic,Month-to-month,No,Bank transfer,73.65,5263.77,0
CUST-00352,Male,0,Yes,No,38,No,DSL,Month-to-month,No,Credit card,47.88,1823.94,0
CUST-00353,Male,0,No,Yes,51,Yes,Fiber optic,Month-to-month,No,Bank transfer,73.62,3757.65,0
CUST-00354,Female,1,No,No,43,Yes,Fiber optic,Month-to-month,No,Electronic check,73.12,3165.85,0
CUST-00355,Female,0,Yes,No,26,Yes,DSL,Month-to-month,Yes,Mailed check,43.69,1083.56,1
CUST-00356,Male,0,No,No,70,Yes,No,Month-to-month,Yes,Electronic check,22.83,1629.91,0
CUST-00357,Female,0,Yes,Yes,27,Yes,Fiber optic,Two year,Yes,Electronic check,82.33,2130.62,0
CUST-00358,Male,0,Yes,No,72,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,73.74,5275.89,1
CUST-00359,Female,0,No,No,32,Yes,DSL,Month-to-month,Yes,Electronic check,39.69,1191.94,1
CUST-00360,Female,0,No,Yes,2,Yes,DSL,Two year,Yes,Credit card,58.76,158.93,0
CUST-00361,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Mailed check,62.87,208.62,1
CUST-00362,Male,0,No,No,71,Yes,Fiber optic,Two year,Yes,Bank transfer,75.95,5415.25,0
CUST-00363,Female,0,Yes,No,39,Yes,Fiber optic,Month-to-month,No,Credit card,74.43,2976.43,0
CUST-00364,Male,0,No,No,28,Yes,Fiber optic,One year,Yes,Bank transfer,74.93,2082.24,1
CUST-00365,Female,0,Yes,Yes,59,Yes,DSL,Two year,Yes,Credit card,64.83,3855.45,0
CUST-00366,Male,0,No,No,45,Yes,Fiber optic,Month-to-month,Yes,Credit card,63.37,2854.95,0
CUST-00367,Male,0,Yes,No,48,Yes,Fiber optic,Two year,Yes,Bank transfer,74.89,3590.41,0
CUST-00368,Male,0,Yes,Yes,50,No,Fiber optic,One year,No,Electronic check,80.08,4069.33,0
CUST-00369,Female,0,Yes,No,15,No,Fiber optic,Two year,No,Electronic check,64.85,1076.84,1
CUST-00370,Male,0,No,Yes,7,Yes,No,Month-to-month,Yes,Credit card,19.03,111.64,0
CUST-00371,Female,1,Yes,Yes,53,Yes,DSL,Month-to-month,Yes,Electronic check,52.7,2834.79,0
CUST-00372,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Credit card,72.6,161.16,1
CUST-00373,Male,0,No,Yes,52,Yes,No,Two year,No,Electronic check,18.0,952.56,0
CUST-00374,Female,1,Yes,No,10,Yes,Fiber optic,Month-to-month,No,Bank transfer,79.41,806.46,1
CUST-00375,Male,0,No,Yes,19,Yes,DSL,Month-to-month,No,Electronic check,38.73,719.22,0
CUST-00376,Female,0,Yes,No,51,Yes,No,Two year,Yes,Credit card,35.35,1623.6,0
CUST-00377,Female,1,Yes,Yes,45,No,DSL,Month-to-month,No,Electronic check,59.11,2736.69,0
CUST-00378,Male,0,No,No,57,Yes,DSL,One year,No,Mailed check,65.31,3687.93,0
CUST-00379,Male,0,Yes,Yes,44,Yes,DSL,Month-to-month,No,Credit card,55.35,2423.32,1
CUST-00380,Male,0,Yes,No,4,Yes,Fiber optic,One year,Yes,Electronic check,67.56,259.23,0
CUST-00381,Female,0,Yes,Yes,61,Yes,Fiber optic,Month-to-month,Yes,Electronic check,63.61,3841.02,0
CUST-00382,Female,0,No,Yes,16,No,Fiber optic,Month-to-month,Yes,Credit card,71.91,1162.57,1
CUST-00383,Male,1,Yes,No,10,Yes,No,Month-to-month,Yes,Credit card,29.76,295.38,0
CUST-00384,Male,1,Yes,No,64,Yes,Fiber optic,Month-to-month,No,Electronic check,84.49,5371.53,0
CUST-00385,Male,0,No,No,15,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,62.57,946.02,0
CUST-00386,Male,0,Yes,Yes,39,Yes,No,Month-to-month,Yes,Electronic check,41.17,1603.98,0
CUST-00387,Female,0,No,Yes,35,Yes,Fiber optic,One year,No,Electronic check,80.2,2853.39,0
CUST-00388,Female,1,Yes,No,56,Yes,DSL,Month-to-month,Yes,Bank transfer,53.37,2921.7,0
CUST-00389,Male,0,No,No,4,Yes,DSL,Month-to-month,No,Electronic check,64.38,217.25,1
CUST-00390,Female,1,No,Yes,8,Yes,Fiber optic,Month-to-month,No,Mailed check,68.73,586.1,0
CUST-00391,Male,0,Yes,No,30,Yes,No,Month-to-month,No,Electronic check,26.64,767.21,0
CUST-00392,Male,0,Yes,No,35,Yes,Fiber optic,One year,No,Credit card,59.79,2047.48,0
CUST-00393,Female,0,No,No,57,Yes,DSL,Month-to-month,Yes,Bank transfer,64.77,3662.38,1
CUST-00394,Female,0,No,No,44,Yes,Fiber optic,Two year,Yes,Electronic check,56.82,2495.03,1
CUST-00395,Female,0,Yes,No,11,Yes,Fiber optic,One year,No,Credit card,58.48,638.42,0
CUST-00396,Male,0,No,Yes,71,Yes,Fiber optic,Two year,Yes,Credit card,64.92,4598.82,0
CUST-00397,Male,1,Yes,No,34,Yes,No,One year,Yes,Electronic check,40.58,1328.29,0
CUST-00398,Male,0,No,Yes,70,No,Fiber optic,Month-to-month,No,Credit card,77.64,5473.46,0
CUST-00399,Male,0,No,No,72,Yes,Fiber optic,Two year,Yes,Electronic check,70.98,5176.87,0
CUST-00400,Female,0,No,No,4,Yes,Fiber optic,One year,Yes,Electronic check,78.15,217.08,0
CUST-00401,Female,0,No,No,37,Yes,Fiber optic,One year,Yes,Mailed check,69.08,2478.28,0
CUST-00402,Male,1,Yes,Yes,31,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.38,2479.92,1
CUST-00403,Female,0,No,Yes,36,Yes,Fiber optic,Month-to-month,No,Bank transfer,83.21,3074.05,1
CUST-00404,Male,0,No,No,23,Yes,Fiber optic,One year,Yes,Bank transfer,68.03,1458.23,0
CUST-00405,Female,0,No,No,41,Yes,Fiber optic,Month-to-month,Yes,Credit card,63.87,2659.44,0
CUST-00406,Male,1,No,No,36,No,Fiber optic,One year,Yes,Electronic check,78.76,2917.25,0
CUST-00407,Male,0,No,No,14,Yes,DSL,Month-to-month,No,Electronic check,55.92,739.76,0
CUST-00408,Female,1,No,No,21,Yes,Fiber optic,Month-to-month,Yes,Mailed check,75.88,1672.46,0
CUST-00409,Male,0,No,Yes,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.03,849.43,0
CUST-00410,Male,0,No,No,61,Yes,DSL,Month-to-month,No,Credit card,48.39,2967.52,0
CUST-00411,Male,1,Yes,Yes,49,Yes,DSL,Month-to-month,Yes,Bank transfer,56.02,2709.02,1
CUST-00412,Male,1,Yes,No,28,Yes,DSL,Two year,No,Bank transfer,58.0,1674.05,0
CUST-00413,Male,1,Yes,Yes,29,Yes,No,One year,Yes,Bank transfer,32.3,978.42,0
CUST-00414,Male,0,Yes,Yes,6,Yes,No,Two year,Yes,Electronic check,37.91,313.7,0
CUST-00415,Female,0,Yes,No,21,Yes,Fiber optic,One year,Yes,Electronic check,72.96,1604.19,0
CUST-00416,Female,0,Yes,No,67,Yes,Fiber optic,One year,No,Mailed check,67.57,4526.73,0
CUST-00417,Male,0,Yes,Yes,3,Yes,Fiber optic,Month-to-month,Yes,Credit card,74.22,378.08,0
CUST-00418,Male,1,No,Yes,11,Yes,Fiber optic,Two year,Yes,Electronic check,83.07,981.31,1
CUST-00419,Female,1,Yes,No,61,Yes,No,Two year,Yes,Electronic check,36.19,2234.62,0
CUST-00420,Female,0,No,Yes,38,Yes,DSL,One year,Yes,Bank transfer,55.75,2068.64,0
CUST-00421,Female,0,Yes,Yes,3,Yes,DSL,Month-to-month,No,Electronic check,38.02,37.56,1
CUST-00422,Female,0,Yes,No,36,Yes,Fiber optic,One year,No,Mailed check,50.06,1729.91,1
CUST-00423,Female,0,No,Yes,54,Yes,DSL,Month-to-month,Yes,Electronic check,60.2,3204.12,0
CUST-00424,Male,0,No,No,25,Yes,Fiber optic,Month-to-month,Yes,Mailed check,73.51,1906.62,1
CUST-00425,Male,0,No,No,28,Yes,Fiber optic,One year,Yes,Mailed check,69.83,1979.59,0
CUST-00426,Female,0,No,Yes,46,No,DSL,Two year,No,Credit card,55.55,2524.63,0
CUST-00427,Female,0,No,Yes,44,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,85.42,3751.69,0
CUST-00428,Male,0,No,Yes,66,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.31,5353.57,1
CUST-00429,Female,0,Yes,Yes,18,No,No,Two year,No,Bank transfer,32.7,628.6,0
CUST-00430,Male,1,No,Yes,20,Yes,Fiber optic,Month-to-month,No,Bank transfer,67.91,1314.26,1
CUST-00431,Female,0,No,No,12,Yes,DSL,Month-to-month,Yes,Bank transfer,43.95,544.88,1
CUST-00432,Female,0,Yes,No,48,Yes,Fiber optic,One year,Yes,Credit card,50.91,2458.68,0
CUST-00433,Male,0,Yes,No,39,Yes,Fiber optic,Two year,No,Credit card,75.07,2885.29,0
CUST-00434,Male,0,No,No,25,Yes,Fiber optic,Month-to-month,No,Electronic check,78.87,2051.15,1
CUST-00435,Male,1,Yes,No,51,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.52,4295.74,0
CUST-00436,Female,0,No,No,28,Yes,DSL,Month-to-month,Yes,Electronic check,55.4,1501.56,0
CUST-00437,Female,0,Yes,Yes,15,Yes,Fiber optic,Month-to-month,Yes,Mailed check,68.77,1074.19,0
CUST-00438,Male,1,Yes,Yes,39,Yes,Fiber optic,One year,Yes,Credit card,70.49,2751.83,0
CUST-00439,Male,1,Yes,Yes,32,No,DSL,Two year,Yes,Bank transfer,48.4,1569.22,0
CUST-00440,Female,0,No,Yes,30,Yes,Fiber optic,Month-to-month,No,Electronic check,68.69,2001.47,0
CUST-00441,Male,0,Yes,Yes,33,Yes,No,Month-to-month,Yes,Credit card,18.0,634.62,0
CUST-00442,Male,0,No,No,66,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,84.05,5655.92,0
CUST-00443,Male,0,No,No,16,Yes,DSL,Month-to-month,No,Electronic check,39.58,570.14,0
CUST-00444,Female,0,Yes,Yes,20,Yes,Fiber optic,Month-to-month,Yes,Credit card,68.42,1386.11,0
CUST-00445,Female,0,No,No,41,Yes,DSL,Month-to-month,Yes,Electronic check,34.51,1375.64,0
CUST-00446,Male,1,Yes,No,4,Yes,Fiber optic,One year,No,Mailed check,77.37,443.96,0
CUST-00447,Female,0,No,No,11,Yes,Fiber optic,Month-to-month,Yes,Mailed check,69.98,831.76,0
CUST-00448,Female,0,Yes,No,41,Yes,DSL,One year,No,Credit card,47.15,1947.26,0
CUST-00449,Male,0,Yes,Yes,37,Yes,DSL,Month-to-month,Yes,Electronic check,42.54,1512.59,0
CUST-00450,Female,0,No,No,48,Yes,No,Two year,Yes,Electronic check,25.02,1151.66,0
CUST-00451,Female,0,No,No,9,Yes,DSL,Two year,No,Bank transfer,45.64,448.07,0
CUST-00452,Male,1,No,No,62,Yes,Fiber optic,Month-to-month,Yes,Credit card,73.91,4514.3,0
CUST-00453,Male,1,No,No,35,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.66,3106.54,0
CUST-00454,Female,0,Yes,No,12,No,Fiber optic,One year,Yes,Electronic check,71.38,857.0,0
CUST-00455,Female,0,Yes,Yes,23,Yes,DSL,Month-to-month,Yes,Credit card,54.26,1254.65,0
CUST-00456,Male,0,Yes,Yes,17,Yes,DSL,Month-to-month,Yes,Bank transfer,46.28,805.76,0
CUST-00457,Female,0,No,No,33,Yes,DSL,Month-to-month,No,Electronic check,43.72,1420.78,0
CUST-00458,Female,1,Yes,Yes,34,Yes,Fiber optic,Two year,Yes,Mailed check,74.82,2589.89,0
CUST-00459,Male,0,Yes,No,32,Yes,No,Month-to-month,Yes,Mailed check,45.03,1397.87,0
CUST-00460,Female,0,Yes,No,34,Yes,No,Month-to-month,Yes,Bank transfer,22.7,803.13,0
CUST-00461,Male,0,Yes,No,66,Yes,DSL,Month-to-month,Yes,Bank transfer,52.89,3501.45,0
CUST-00462,Female,0,Yes,Yes,70,Yes,DSL,One year,Yes,Bank transfer,43.37,3065.93,0
CUST-00463,Male,0,Yes,No,36,No,DSL,Month-to-month,Yes,Electronic check,27.96,1065.66,0
CUST-00464,Male,0,Yes,Yes,70,No,No,Two year,No,Credit card,18.68,1284.83,0
CUST-00465,Female,0,No,Yes,59,Yes,DSL,One year,Yes,Electronic check,69.05,4040.9,0
CUST-00466,Male,0,Yes,Yes,60,Yes,DSL,Month-to-month,Yes,Credit card,54.76,3201.18,0
CUST-00467,Female,0,Yes,No,17,Yes,Fiber optic,Month-to-month,No,Electronic check,83.13,1312.26,1
CUST-00468,Male,0,No,No,32,Yes,Fiber optic,Two year,Yes,Electronic check,67.22,2142.24,0
CUST-00469,Female,0,Yes,Yes,26,Yes,DSL,One year,Yes,Electronic check,31.15,804.52,0
CUST-00470,Female,1,Yes,No,7,Yes,Fiber optic,Month-to-month,No,Electronic check,66.13,408.61,0
CUST-00471,Female,0,Yes,Yes,6,Yes,DSL,Month-to-month,No,Mailed check,53.18,275.53,0
CUST-00472,Male,0,Yes,No,45,Yes,DSL,Month-to-month,Yes,Bank transfer,51.9,2411.67,0
CUST-00473,Male,0,No,Yes,31,Yes,DSL,Month-to-month,Yes,Credit card,49.92,1591.31,0
CUST-00474,Female,0,Yes,No,60,Yes,DSL,Month-to-month,Yes,Mailed check,45.76,2682.52,0
CUST-00475,Female,0,Yes,No,49,Yes,No,Month-to-month,Yes,Mailed check,32.52,1571.36,0
CUST-00476,Female,0,Yes,No,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,65.99,482.23,1
CUST-00477,Male,1,Yes,Yes,61,Yes,Fiber optic,Two year,No,Credit card,77.46,4693.74,0
CUST-00478,Female,0,No,No,36,Yes,DSL,One year,No,Electronic check,51.56,1815.73,0
CUST-00479,Male,0,Yes,No,41,No,Fiber optic,Two year,No,Electronic check,67.05,2732.14,0
CUST-00480,Male,0,No,No,70,Yes,No,One year,Yes,Electronic check,18.0,1314.53,0
CUST-00481,Female,0,No,No,47,No,DSL,One year,Yes,Electronic check,46.58,2248.33,0
CUST-00482,Male,0,No,No,2,Yes,No,Month-to-month,Yes,Bank transfer,39.99,43.21,1
CUST-00483,Female,0,No,Yes,13,Yes,Fiber optic,One year,Yes,Electronic check,78.9,1048.73,1
CUST-00484,Male,0,No,No,31,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.16,2422.64,1
CUST-00485,Male,0,No,Yes,3,Yes,DSL,Month-to-month,No,Credit card,43.71,80.72,0
CUST-00486,Male,1,No,No,13,Yes,Fiber optic,Two year,Yes,Electronic check,63.5,810.65,0
CUST-00487,Female,0,Yes,Yes,58,Yes,Fiber optic,Two year,Yes,Bank transfer,78.77,4505.45,0
CUST-00488,Female,1,Yes,Yes,11,Yes,No,Month-to-month,Yes,Mailed check,37.24,467.79,0
CUST-00489,Female,0,Yes,No,13,Yes,No,One year,No,Credit card,26.1,416.92,0
CUST-00490,Female,0,No,No,37,No,Fiber optic,Month-to-month,Yes,Bank transfer,67.04,2459.95,0
CUST-00491,Female,0,No,No,7,No,No,Month-to-month,No,Electronic check,18.0,93.55,1
CUST-00492,Female,0,Yes,No,19,Yes,No,Month-to-month,No,Credit card,31.94,659.59,0
CUST-00493,Female,0,Yes,Yes,68,Yes,Fiber optic,Month-to-month,Yes,Mailed check,79.49,5466.13,0
CUST-00494,Male,0,Yes,Yes,46,Yes,DSL,One year,No,Electronic check,44.57,1994.5,0
CUST-00495,Male,0,No,No,70,Yes,DSL,Month-to-month,Yes,Bank transfer,43.9,3065.6,0
CUST-00496,Male,1,No,No,26,Yes,DSL,Month-to-month,Yes,Bank transfer,64.93,1685.23,0
CUST-00497,Male,0,No,No,45,Yes,DSL,Two year,Yes,Electronic check,44.87,1980.61,0
CUST-00498,Female,0,Yes,No,18,Yes,No,Month-to-month,Yes,Mailed check,39.23,725.44,0
CUST-00499,Male,0,Yes,No,28,Yes,DSL,Month-to-month,No,Electronic check,49.13,1340.64,0
CUST-00500,Male,0,Yes,Yes,13,Yes,Fiber optic,Month-to-month,No,Bank transfer,66.91,842.82,1
CUST-00501,Female,1,No,No,60,Yes,Fiber optic,Month-to-month,Yes,Credit card,75.36,4516.53,0
CUST-00502,Female,0,No,No,14,Yes,Fiber optic,Month-to-month,Yes,Mailed check,66.91,862.29,1
CUST-00503,Female,0,No,No,15,Yes,DSL,One year,Yes,Credit card,59.01,782.33,0
CUST-00504,Male,0,Yes,Yes,34,Yes,Fiber optic,Two year,Yes,Electronic check,77.09,2666.97,0
CUST-00505,Male,0,Yes,No,31,Yes,Fiber optic,Month-to-month,No,Bank transfer,78.7,2402.68,0
CUST-00506,Female,0,No,No,23,No,Fiber optic,Month-to-month,Yes,Credit card,71.48,1750.78,1
CUST-00507,Male,0,Yes,Yes,26,Yes,DSL,Month-to-month,No,Bank transfer,46.35,1303.69,0
CUST-00508,Male,0,No,No,22,Yes,Fiber optic,Two year,Yes,Electronic check,69.93,1513.14,1
CUST-00509,Male,0,Yes,Yes,66,Yes,DSL,Month-to-month,No,Electronic check,46.59,3191.89,0
CUST-00510,Female,0,Yes,No,42,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.73,3479.54,1
CUST-00511,Female,0,No,No,67,Yes,Fiber optic,Two year,Yes,Bank transfer,78.02,5195.07,0
